,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Smile___Lily Allen,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,audio_features,4aR9bPMAOFySBuQSbVWF3d,spotify:track:4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/tracks/4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/audio-analysis/4aR9bPMAOFySBuQSbVWF3d,196893,4,"Alright, Still (Bonus Track Version)",3nxPzWEJBjzonYWtTNb0uY
Hound Dog___Elvis Presley,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek
Hey Jude - Remastered 2009___The Beatles,0.402,0.552,10,-10.158,1,0.0258,0.028,1.36E-05,0.0929,0.668,145.164,audio_features,3m7V717IKZqZLW5qUIOxdD,spotify:track:3m7V717IKZqZLW5qUIOxdD,https://api.spotify.com/v1/tracks/3m7V717IKZqZLW5qUIOxdD,https://api.spotify.com/v1/audio-analysis/3m7V717IKZqZLW5qUIOxdD,431333,4,The Beatles 1967 - 1970 (Remastered),1cTeNkeINtXiaMLlashAKs
Uncomfortable___Wallows,0.395,0.768,2,-2.81,1,0.0311,0.115,0.0204,0.286,0.251,142.016,audio_features,4BreyjJu4w5EUhTKPIQymq,spotify:track:4BreyjJu4w5EUhTKPIQymq,https://api.spotify.com/v1/tracks/4BreyjJu4w5EUhTKPIQymq,https://api.spotify.com/v1/audio-analysis/4BreyjJu4w5EUhTKPIQymq,294015,4,Uncomfortable,7wBwFsf0eqNyFVq5f53OyG
January 28th___J. Cole,0.597,0.568,5,-8.559,1,0.342,0.242,0,0.0838,0.342,84.052,audio_features,6LBpGdlukUARutol7VgWIS,spotify:track:6LBpGdlukUARutol7VgWIS,https://api.spotify.com/v1/tracks/6LBpGdlukUARutol7VgWIS,https://api.spotify.com/v1/audio-analysis/6LBpGdlukUARutol7VgWIS,242698,4,2014 Forest Hills Drive,0UMMIkurRUmkruZ3KGBLtG
Super Freaky Girl___Nicki Minaj,0.946,0.885,2,-2.567,1,0.226,0.0616,5.04E-05,0.336,0.907,133.002,audio_features,29NV5l8hdRLDcpUbj5Tzs7,spotify:track:29NV5l8hdRLDcpUbj5Tzs7,https://api.spotify.com/v1/tracks/29NV5l8hdRLDcpUbj5Tzs7,https://api.spotify.com/v1/audio-analysis/29NV5l8hdRLDcpUbj5Tzs7,235940,4,Super Freaky Girl (Roman Remix),7ElhetBDAoVJgnlhni8P4s
Minor Feelings___Rina Sawayama,0.305,0.4,2,-8.805,1,0.0321,0.652,0,0.101,0.142,79.285,audio_features,5TqFLW9Acy8okYDpHluHMV,spotify:track:5TqFLW9Acy8okYDpHluHMV,https://api.spotify.com/v1/tracks/5TqFLW9Acy8okYDpHluHMV,https://api.spotify.com/v1/audio-analysis/5TqFLW9Acy8okYDpHluHMV,120576,3,Hold The Girl,0JO5WJ19NtFRtVYOnw24xS
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
Wanna Be Close To You___Rene & Angela,0.756,0.685,10,-7.508,0,0.207,0.463,0,0.0948,0.802,97.012,audio_features,5SgbrkqLYvIgYbEhymFiJ6,spotify:track:5SgbrkqLYvIgYbEhymFiJ6,https://api.spotify.com/v1/tracks/5SgbrkqLYvIgYbEhymFiJ6,https://api.spotify.com/v1/audio-analysis/5SgbrkqLYvIgYbEhymFiJ6,368227,4,Wall To Wall,7vEoYXIwYcmKudgsngfVZE
"Big Man, Little Dignity___Paramore",0.699,0.527,0,-9.857,1,0.0316,0.0244,0.022,0.101,0.425,123.998,audio_features,2bfOeIn8bQkRr02NNX29tR,spotify:track:2bfOeIn8bQkRr02NNX29tR,https://api.spotify.com/v1/tracks/2bfOeIn8bQkRr02NNX29tR,https://api.spotify.com/v1/audio-analysis/2bfOeIn8bQkRr02NNX29tR,260384,4,This Is Why,6tG8sCK4htJOLjlWwb7gZB
being depressed without sadness___Emergency Intercom,0.787,0.698,7,-4.013,1,0.143,0.251,0,0.107,0.532,151.993,audio_features,3UGgPxkkxY1XTNVKMwNcZ6,spotify:track:3UGgPxkkxY1XTNVKMwNcZ6,https://api.spotify.com/v1/tracks/3UGgPxkkxY1XTNVKMwNcZ6,https://api.spotify.com/v1/audio-analysis/3UGgPxkkxY1XTNVKMwNcZ6,127920,4,Depressed,26SxCIht1AAprSY16UnZi0
Intro___Drake,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,audio_features,5VfEuwErhx6X4eaPbyBfyu,spotify:track:5VfEuwErhx6X4eaPbyBfyu,https://api.spotify.com/v1/tracks/5VfEuwErhx6X4eaPbyBfyu,https://api.spotify.com/v1/audio-analysis/5VfEuwErhx6X4eaPbyBfyu,127920,4,xx,6tzQKMilI02kn1lzLklDI8
Enough for Love___Kelela,0.363,0.498,9,-11.249,0,0.155,0.367,0.00213,0.638,0.251,75.885,audio_features,0rbvjJu9ws4Ye1vurZM2fW,spotify:track:0rbvjJu9ws4Ye1vurZM2fW,https://api.spotify.com/v1/tracks/0rbvjJu9ws4Ye1vurZM2fW,https://api.spotify.com/v1/audio-analysis/0rbvjJu9ws4Ye1vurZM2fW,265723,1,Raven,06uhdSmIYrWRkdnAPjcRcT
Good & Plenty___Alex Isley,0.658,0.619,9,-7.316,0,0.0772,0.788,0.0667,0.0951,0.354,136.077,audio_features,1VAKnb1btGrQXcVZVSRkPe,spotify:track:1VAKnb1btGrQXcVZVSRkPe,https://api.spotify.com/v1/tracks/1VAKnb1btGrQXcVZVSRkPe,https://api.spotify.com/v1/audio-analysis/1VAKnb1btGrQXcVZVSRkPe,204706,4,Good & Plenty,53FhNZMrcBim6Ec9mp8ifl
Brazil___Declan McKenna,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,audio_features,4sNG6zQBmtq7M8aeeKJRMQ,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/tracks/4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/audio-analysis/4sNG6zQBmtq7M8aeeKJRMQ,252307,4,What Do You Think About the Car?,3HJiLDJgWA9Z0MvCxlzHYQ
Fool's Gold___One Direction,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29E-06,0.0938,0.379,128.001,audio_features,0L5gFNrzHyh4OhMwEz6DGS,spotify:track:0L5gFNrzHyh4OhMwEz6DGS,https://api.spotify.com/v1/tracks/0L5gFNrzHyh4OhMwEz6DGS,https://api.spotify.com/v1/audio-analysis/0L5gFNrzHyh4OhMwEz6DGS,210893,4,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY
Episode Thirty-Four: Bots___Violating Community Guidelines with Brittany Broski and Sarah Schauer,0.957,0.361,5,-14.85,1,0.219,0.118,0.00179,0.251,0.419,127.991,audio_features,7iV6oxFl6DHBmnI7WhAnBW,spotify:track:7iV6oxFl6DHBmnI7WhAnBW,https://api.spotify.com/v1/tracks/7iV6oxFl6DHBmnI7WhAnBW,https://api.spotify.com/v1/audio-analysis/7iV6oxFl6DHBmnI7WhAnBW,121880,4,Davey Loves Dlick,10Ucr2fYRy78v7igXxSIzm
Live From Boston: Mark Zuckerberg___Violating Community Guidelines with Brittany Broski and Sarah Schauer,0.302,0.656,4,-4.343,1,0.0305,0.00948,0.118,0.139,0.338,131.799,audio_features,3t3KzAMj28judnIeAwHrwz,spotify:track:3t3KzAMj28judnIeAwHrwz,https://api.spotify.com/v1/tracks/3t3KzAMj28judnIeAwHrwz,https://api.spotify.com/v1/audio-analysis/3t3KzAMj28judnIeAwHrwz,165933,4,Snapshot of a Beginner,7DvnNpPVI3wUva1JRqiKjK
Her___Megan Thee Stallion,0.945,0.848,1,-4.76,1,0.326,0.374,3.31E-05,0.101,0.819,119.918,audio_features,5hHvFrMnwic82WwRLr4WY0,spotify:track:5hHvFrMnwic82WwRLr4WY0,https://api.spotify.com/v1/tracks/5hHvFrMnwic82WwRLr4WY0,https://api.spotify.com/v1/audio-analysis/5hHvFrMnwic82WwRLr4WY0,137107,4,Traumazine,4YP0h2KGDb20eJuStnBvim
En El Olvido___Omar Apollo,0.632,0.198,7,-9.281,1,0.041,0.809,0,0.111,0.72,171.353,audio_features,46j76ZoimljoNL55h26U70,spotify:track:46j76ZoimljoNL55h26U70,https://api.spotify.com/v1/tracks/46j76ZoimljoNL55h26U70,https://api.spotify.com/v1/audio-analysis/46j76ZoimljoNL55h26U70,146787,3,Ivory,5z7TD11Qh81Gbf52hd5zAv
Falling Back___Drake,0.718,0.758,10,-8.29,1,0.0703,0.238,0.00653,0.11,0.349,118.989,audio_features,1vbn9fEyw1IYhqgZJdu9ZB,spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/tracks/1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/audio-analysis/1vbn9fEyw1IYhqgZJdu9ZB,266179,4,"Honestly, Nevermind",3cf4iSSKd8ffTncbtKljXw
I Want It All___High School Musical Cast,0.791,0.813,6,-3.444,1,0.139,0.179,0,0.0549,0.913,142.876,audio_features,5sTC1imYc0QzNe3i5snLy7,spotify:track:5sTC1imYc0QzNe3i5snLy7,https://api.spotify.com/v1/tracks/5sTC1imYc0QzNe3i5snLy7,https://api.spotify.com/v1/audio-analysis/5sTC1imYc0QzNe3i5snLy7,277307,4,High School Musical 3: Senior Year,6j8k5gIeWzXapGKTVaZzER
papi bones (feat. shygirl)___FKA twigs,0.737,0.629,7,-6.331,1,0.287,0.0662,1.29E-05,0.513,0.581,94.997,audio_features,5W2s4S60GoNsUthU51aUb8,spotify:track:5W2s4S60GoNsUthU51aUb8,https://api.spotify.com/v1/tracks/5W2s4S60GoNsUthU51aUb8,https://api.spotify.com/v1/audio-analysis/5W2s4S60GoNsUthU51aUb8,220040,4,CAPRISONGS,3G77BQuJy3jahjdkKQNNNM
Survivor___Destiny's Child,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4,Survivor,2HcjLD0ButtKsQYqzoyOx9
MURDER PLOT___Kordhell,0.615,0.965,11,-2.288,0,0.0903,0.000244,0.000945,0.11,0.721,140.106,audio_features,62ZAFyVwbc9f2M8qCW1qJr,spotify:track:62ZAFyVwbc9f2M8qCW1qJr,https://api.spotify.com/v1/tracks/62ZAFyVwbc9f2M8qCW1qJr,https://api.spotify.com/v1/audio-analysis/62ZAFyVwbc9f2M8qCW1qJr,126857,4,MURDER PLOT,55fBYJVENoSR8pMOr7Cmhv
Alone in Kyoto___Air,0.525,0.366,0,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,audio_features,40UlFC0dIxv7lAEJaPZLnm,spotify:track:40UlFC0dIxv7lAEJaPZLnm,https://api.spotify.com/v1/tracks/40UlFC0dIxv7lAEJaPZLnm,https://api.spotify.com/v1/audio-analysis/40UlFC0dIxv7lAEJaPZLnm,291000,4,Talkie Walkie,0hQOqvZv1nQvPiBjzyn363
 KennieJD Investigates A Murder Mystery And Has No CLUE Who Did It! | In Defense Of Ep 12___In Defense Of,0.424,0.907,5,-7.895,1,0.276,0.000561,0.306,0.76,0.505,145.118,audio_features,4t7ypRAENFDgE3vIkNa1U5,spotify:track:4t7ypRAENFDgE3vIkNa1U5,https://api.spotify.com/v1/tracks/4t7ypRAENFDgE3vIkNa1U5,https://api.spotify.com/v1/audio-analysis/4t7ypRAENFDgE3vIkNa1U5,231347,4,End Position,0qnkPX1fxM6hEnnVIl4Jw7
Sissy That Walk___RuPaul,0.826,0.614,11,-4.22,1,0.0561,0.0191,0.0172,0.0865,0.591,126.046,audio_features,5PHPENfE3RVmHGAA2A7Hfx,spotify:track:5PHPENfE3RVmHGAA2A7Hfx,https://api.spotify.com/v1/tracks/5PHPENfE3RVmHGAA2A7Hfx,https://api.spotify.com/v1/audio-analysis/5PHPENfE3RVmHGAA2A7Hfx,212693,4,Born Naked,3stAjHtCDSCavGtkxzvYE7
$20___boygenius,0.555,0.606,7,-6.9,1,0.0321,0.0077,0.0305,0.178,0.41,117.969,audio_features,38xXr3MkiKNzNDv4JDJagF,spotify:track:38xXr3MkiKNzNDv4JDJagF,https://api.spotify.com/v1/tracks/38xXr3MkiKNzNDv4JDJagF,https://api.spotify.com/v1/audio-analysis/38xXr3MkiKNzNDv4JDJagF,200093,3,the record,0e9GjrztzBw8oMC6n2CDeI
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2___Frédéric Chopin",0.442,0.00919,3,-32.452,1,0.047,0.984,0.936,0.0873,0.0929,79.314,audio_features,1VNvsvEsUpuUCbHpVop1vo,spotify:track:1VNvsvEsUpuUCbHpVop1vo,https://api.spotify.com/v1/tracks/1VNvsvEsUpuUCbHpVop1vo,https://api.spotify.com/v1/audio-analysis/1VNvsvEsUpuUCbHpVop1vo,273667,4,Chopin: Nocturnes,3zHkuOkUqIgRwCcVnbX9qf
212___Azealia Banks,0.846,0.772,11,-5.735,0,0.259,0.0123,0.000106,0.0769,0.622,125.998,audio_features,16EMONl2vH3rt9f4ehTG8g,spotify:track:16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/tracks/16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/audio-analysis/16EMONl2vH3rt9f4ehTG8g,204957,4,Broke with Expensive Taste,6ptPMZzScoFqSVfzph6m9B
Tití Me Preguntó___Bad Bunny,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4,Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5
Keep Moving Forward (feat. Nikka Costa)___THE DRIVER ERA,0.474,0.944,6,-5.92,0,0.498,0.109,0,0.162,0.602,120.251,audio_features,1auxhxxUrkvWffjBw8ZfEC,spotify:track:1auxhxxUrkvWffjBw8ZfEC,https://api.spotify.com/v1/tracks/1auxhxxUrkvWffjBw8ZfEC,https://api.spotify.com/v1/audio-analysis/1auxhxxUrkvWffjBw8ZfEC,196336,4,Keep Moving Forward (feat. Nikka Costa),7JRFyohJWctShxe0mWp6qt
I must apologise___PinkPantheress,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,audio_features,08g7wxW8iELmpxO0ppcwnI,spotify:track:08g7wxW8iELmpxO0ppcwnI,https://api.spotify.com/v1/tracks/08g7wxW8iELmpxO0ppcwnI,https://api.spotify.com/v1/audio-analysis/08g7wxW8iELmpxO0ppcwnI,108373,4,I must apologise,0m1wwIx9Eoa7fWb9KYh7pt
Talk Of The Town___Jack Harlow,0.577,0.448,1,-9.215,1,0.189,0.395,0,0.61,0.543,137.694,audio_features,6DKTGEAjKuUIdY57v7zMpC,spotify:track:6DKTGEAjKuUIdY57v7zMpC,https://api.spotify.com/v1/tracks/6DKTGEAjKuUIdY57v7zMpC,https://api.spotify.com/v1/audio-analysis/6DKTGEAjKuUIdY57v7zMpC,82927,4,Come Home The Kids Miss You,2eE8BVirX9VF8Di9hD90iw
Sexy Villain___Remi Wolf,0.766,0.539,7,-4.927,1,0.0479,0.402,0,0.104,0.888,120.175,audio_features,27sBcXtgTBSJRdUxei1a7J,spotify:track:27sBcXtgTBSJRdUxei1a7J,https://api.spotify.com/v1/tracks/27sBcXtgTBSJRdUxei1a7J,https://api.spotify.com/v1/audio-analysis/27sBcXtgTBSJRdUxei1a7J,188501,4,Juno,7tJ8Wtej161vR0uCbGDiDR
Do It Better___Flo Milli,0.934,0.48,10,-9.04,0,0.157,0.000554,0.118,0.114,0.432,145.99,audio_features,4Mi8MBOHohcIuFCKaAePjk,spotify:track:4Mi8MBOHohcIuFCKaAePjk,https://api.spotify.com/v1/tracks/4Mi8MBOHohcIuFCKaAePjk,https://api.spotify.com/v1/audio-analysis/4Mi8MBOHohcIuFCKaAePjk,157808,4,"You Still Here, Ho ?",42C76ZnwdWqEu6zs6NFW1A
Superstar___Keyshia Cole,0.454,0.555,2,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862,audio_features,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,https://api.spotify.com/v1/tracks/51A8eKvvZz9uydvIZ7xRSV,https://api.spotify.com/v1/audio-analysis/51A8eKvvZz9uydvIZ7xRSV,263865,4,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH
skinny dipping___Sabrina Carpenter,0.452,0.536,4,-8.864,1,0.14,0.261,0,0.14,0.426,122.375,audio_features,1ZvbLYAXwvMfaPtN65QF2D,spotify:track:1ZvbLYAXwvMfaPtN65QF2D,https://api.spotify.com/v1/tracks/1ZvbLYAXwvMfaPtN65QF2D,https://api.spotify.com/v1/audio-analysis/1ZvbLYAXwvMfaPtN65QF2D,177751,5,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz
Cool - From 'Minions: The Rise of Gru' Soundtrack___Verdine White,0.735,0.712,11,-11.598,0,0.0469,0.561,0.865,0.117,0.885,113.995,audio_features,0jMPmolMnHpRPbaHgkatuz,spotify:track:0jMPmolMnHpRPbaHgkatuz,https://api.spotify.com/v1/tracks/0jMPmolMnHpRPbaHgkatuz,https://api.spotify.com/v1/audio-analysis/0jMPmolMnHpRPbaHgkatuz,174150,4,Minions: The Rise Of Gru (Original Motion Picture Soundtrack),6Kc0f1PCbWZLOmZNOyXYGN
because i liked a boy___Sabrina Carpenter,0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879,audio_features,32FhTAAjKZaBein150o3Px,spotify:track:32FhTAAjKZaBein150o3Px,https://api.spotify.com/v1/tracks/32FhTAAjKZaBein150o3Px,https://api.spotify.com/v1/audio-analysis/32FhTAAjKZaBein150o3Px,196458,4,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz
Softly___Clairo,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,audio_features,4PvbbMYL4fkToni5BLaYRb,spotify:track:4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/tracks/4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/audio-analysis/4PvbbMYL4fkToni5BLaYRb,185307,4,Immunity,4kkVGtCqE2NiAKosri9Rnd
Juliet___Cavetown,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,audio_features,45ROR8UMn60YEVQnDy0uVF,spotify:track:45ROR8UMn60YEVQnDy0uVF,https://api.spotify.com/v1/tracks/45ROR8UMn60YEVQnDy0uVF,https://api.spotify.com/v1/audio-analysis/45ROR8UMn60YEVQnDy0uVF,278991,4,Animal Kingdom,40MJoESOQ4BDr5Y6jY7cFa
Carolina___Harry Styles,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54E-06,0.104,0.458,121.986,audio_features,3Dwq1oiOFys6Sxr5SslmXw,spotify:track:3Dwq1oiOFys6Sxr5SslmXw,https://api.spotify.com/v1/tracks/3Dwq1oiOFys6Sxr5SslmXw,https://api.spotify.com/v1/audio-analysis/3Dwq1oiOFys6Sxr5SslmXw,189613,4,Harry Styles,1FZKIm3JVDCxTchXDo5jOV
I'm Every Woman___Whitney Houston,0.665,0.847,5,-8.314,0,0.0535,0.0178,0.00288,0.126,0.4,119.555,audio_features,2eHj0klWkwRQuIrNlPpCPa,spotify:track:2eHj0klWkwRQuIrNlPpCPa,https://api.spotify.com/v1/tracks/2eHj0klWkwRQuIrNlPpCPa,https://api.spotify.com/v1/audio-analysis/2eHj0klWkwRQuIrNlPpCPa,285107,4,The Bodyguard - Original Soundtrack Album,7JVJlkNNobS0GSoy4tCS96
Sunroof___Nicky Youre,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,audio_features,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/audio-analysis/4h4QlmocP3IuwYEj2j14p8,163026,4,Sunroof,0VaHnwzDug4AcDkejYDUl5
welcome to anything goes___Anything Goes with Emma Chamberlain,0.561,0.263,8,-17.488,1,0.0788,0.808,1.06E-05,0.281,0.667,106.671,audio_features,6lggZufi6o70MvRaT8a6Ry,spotify:track:6lggZufi6o70MvRaT8a6Ry,https://api.spotify.com/v1/tracks/6lggZufi6o70MvRaT8a6Ry,https://api.spotify.com/v1/audio-analysis/6lggZufi6o70MvRaT8a6Ry,246027,4,Anything Goes (New Broadway Cast Recording (1987)),3w3ow16ZEngNTEW7iGX4n1
Hard to Believe___Wallows,0.567,0.672,2,-5.681,1,0.0769,0.0714,7.24E-06,0.635,0.489,108.055,audio_features,0KOUhmRuztZUFOl6QCogLE,spotify:track:0KOUhmRuztZUFOl6QCogLE,https://api.spotify.com/v1/tracks/0KOUhmRuztZUFOl6QCogLE,https://api.spotify.com/v1/audio-analysis/0KOUhmRuztZUFOl6QCogLE,221000,4,Tell Me That It’s Over,5L6fAzbz2x5oF8l0qluSKm
Convincing___Wet Leg,0.564,0.784,11,-4.077,0,0.0304,0.00182,0.385,0.275,0.519,127.92,audio_features,2NFf0lo7aqNuilv6iahFLG,spotify:track:2NFf0lo7aqNuilv6iahFLG,https://api.spotify.com/v1/tracks/2NFf0lo7aqNuilv6iahFLG,https://api.spotify.com/v1/audio-analysis/2NFf0lo7aqNuilv6iahFLG,157893,4,Wet Leg,0r9awI5WRCZpwk0aVQ4bKO
Falling___Trevor Daniel,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,audio_features,26XaOsDMbl0e1cVKYfkz6w,spotify:track:26XaOsDMbl0e1cVKYfkz6w,https://api.spotify.com/v1/tracks/26XaOsDMbl0e1cVKYfkz6w,https://api.spotify.com/v1/audio-analysis/26XaOsDMbl0e1cVKYfkz6w,159382,4,Falling,4G213yPh3BOt160iYP4ZsV
End of The niGht.___Phony Ppl,0.809,0.671,8,-7.4,0,0.0837,0.0618,8.10E-05,0.469,0.651,109.967,audio_features,2p4ARx5nk3b9Jh07ivQR1c,spotify:track:2p4ARx5nk3b9Jh07ivQR1c,https://api.spotify.com/v1/tracks/2p4ARx5nk3b9Jh07ivQR1c,https://api.spotify.com/v1/audio-analysis/2p4ARx5nk3b9Jh07ivQR1c,194680,4,Yesterday's Tomorrow,6IGDCUkBJ3LEUoAcoTD46u
So Hot You're Hurting My Feelings___Caroline Polachek,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01E-05,0.121,0.847,111.975,audio_features,5B6Kjha6RRIMWGN7zGsAaT,spotify:track:5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/tracks/5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/audio-analysis/5B6Kjha6RRIMWGN7zGsAaT,183861,4,Pang,4ClyeVlAKJJViIyfVW0yQD
Entering a New Year with Tabitha Brown___Circle Time,0.58,0.56,4,-2.889,1,0.0468,0.283,0.000224,0.261,0.84,91.472,audio_features,70FJDpN6r2vCNWtiZq9gYb,spotify:track:70FJDpN6r2vCNWtiZq9gYb,https://api.spotify.com/v1/tracks/70FJDpN6r2vCNWtiZq9gYb,https://api.spotify.com/v1/audio-analysis/70FJDpN6r2vCNWtiZq9gYb,98453,4,Happy New Year,0XCuLA12wutXUwXG1SWf6i
Smoking on my Ex Pack___SZA,0.466,0.676,8,-8.097,1,0.38,0.241,0.00318,0.224,0.333,81.227,audio_features,4jTs7ny5eSRnKTzxdrFv5I,spotify:track:4jTs7ny5eSRnKTzxdrFv5I,https://api.spotify.com/v1/tracks/4jTs7ny5eSRnKTzxdrFv5I,https://api.spotify.com/v1/audio-analysis/4jTs7ny5eSRnKTzxdrFv5I,83827,4,SOS,07w0rG5TETcyihsEIZR3qG
Stay Open___Maya Hawke,0.628,0.16,4,-16.914,1,0.0447,0.91,0.000365,0.103,0.388,151.994,audio_features,5zUWCFqhg2wU9Fr3H3XEjv,spotify:track:5zUWCFqhg2wU9Fr3H3XEjv,https://api.spotify.com/v1/tracks/5zUWCFqhg2wU9Fr3H3XEjv,https://api.spotify.com/v1/audio-analysis/5zUWCFqhg2wU9Fr3H3XEjv,143640,4,To Love a Boy / Stay Open,1l0izNLkQa4c5tnKkGYk7v
I'm so Afraid - 2017 Remaster___Fleetwood Mac,0.463,0.617,0,-9.372,1,0.0348,0.000167,0.741,0.084,0.403,125.532,audio_features,6HkxYmbHU0uzMHD98cQ1ZP,spotify:track:6HkxYmbHU0uzMHD98cQ1ZP,https://api.spotify.com/v1/tracks/6HkxYmbHU0uzMHD98cQ1ZP,https://api.spotify.com/v1/audio-analysis/6HkxYmbHU0uzMHD98cQ1ZP,270147,4,Fleetwood Mac (Deluxe Edition),0OQxaj2MqTb9nEtoTPfN4P
PLASTIC OFF THE SOFA___Beyoncé,0.618,0.712,1,-8.246,1,0.114,0.14,4.53E-06,0.575,0.305,97.057,audio_features,6ufcuVInt0ocHrUimDjGlb,spotify:track:6ufcuVInt0ocHrUimDjGlb,https://api.spotify.com/v1/tracks/6ufcuVInt0ocHrUimDjGlb,https://api.spotify.com/v1/audio-analysis/6ufcuVInt0ocHrUimDjGlb,254319,4,RENAISSANCE,6FJxoadUE4JNVwWHghBwnb
Wish Me Luck___Wallows,0.365,0.699,8,-6.149,1,0.0334,6.44E-05,0.0358,0.0904,0.264,152.159,audio_features,3jOguPISqOdYbXW3AEfaIi,spotify:track:3jOguPISqOdYbXW3AEfaIi,https://api.spotify.com/v1/tracks/3jOguPISqOdYbXW3AEfaIi,https://api.spotify.com/v1/audio-analysis/3jOguPISqOdYbXW3AEfaIi,203033,4,WISH ME LUCK,2WQyNqZQwbO16FHAr6vVZS
Queen Tings___Masego,0.818,0.461,6,-6.475,0,0.292,0.598,0.000135,0.108,0.532,88.006,audio_features,5tkR9JkBj3Ueeo8W4k8IZD,spotify:track:5tkR9JkBj3Ueeo8W4k8IZD,https://api.spotify.com/v1/tracks/5tkR9JkBj3Ueeo8W4k8IZD,https://api.spotify.com/v1/audio-analysis/5tkR9JkBj3Ueeo8W4k8IZD,188053,4,Lady Lady,2wqG59dVVQlJaxoO7N0LJt
